Row.names	hda6_1	hda6_2	ldl1_1	ldl1_2	input_1	input_2	logFC	logCPM	PValue	FDR	DHMG
AT1G02228	37.7177633680368	36.5984145181209	52.071498161133	32.7461013152582	47.0331292978159	50.5258132345318	-0.232648909446328	5.50149357796268	0.517984091722536	0.737574574970105	No
AT1G03420	138.298465682802	103.892273470795	159.190008664035	97.109128038352	150.830380161961	202.103252938127	-0.477084523085203	7.16384409559306	0.0893876243578196	0.240483943633599	No
AT1G06740	322.696419926537	233.757615309289	348.135159134432	263.097986429489	379.508698472032	402.720452545827	-0.361804933771205	8.35000619587732	0.0857522081407807	0.234870784823486	No
AT1G07800	123.630446595232	157.019004222906	157.702251573717	134.371932983301	113.528243132659	147.119279712313	0.154687520517867	7.15475950220232	0.501907995778407	0.724998855485982	No
AT1G08105	94.294408420092	103.892273470795	81.8266399674947	74.5256098898981	84.3352663271182	89.1631998256444	-0.156626147438674	6.50336994194646	0.568056859738321	0.774677122137898	No
AT1G08735	0	0	0	0	0	0	0	1.5243795465556	1	1	No
AT1G08740	2.09543129822427	14.1671282005629	10.4142996322266	9.03340725938158	4.86549613425682	7.43026665213703	0.623287888941327	3.51698419642973	0.43504612422735	0.666922632702021	No
AT1G10160	479.853767293357	467.515230618577	639.735548836776	404.244974857326	635.758161542891	720.735865257292	-0.383505974309842	9.12917611232778	0.0682608965972874	0.203926353913899	No
AT1G10260	18.8588816840184	11.8059401671358	19.3408421741351	16.9376386113405	17.840152492275	38.6373865911126	-0.658429019095641	4.53076006806251	0.146106491126907	0.327920434081839	No
AT1G11150	261.928912278033	245.563555476424	312.428988966798	216.801774225158	319.500912816198	413.122825858819	-0.478452742428569	8.21375446342474	0.0287286613924651	0.116315316820323	No
AT1G11265	0	0	0	0	0	0	0	1.5243795465556	1	1	No
AT1G12720	255.642618383361	285.703752044686	275.235061708846	258.581282799798	329.231905084711	331.389892685312	-0.309385657677881	8.1907356388466	0.0852053528231595	0.234029902933703	No
AT1G12725	79.6263893325221	57.8491068189654	68.4368261546319	56.4587953711349	77.8479381481091	120.37031976462	-0.67945325145529	6.29656291580463	0.0239199343967164	0.102705724917914	No
AT1G12935	6.2862938946728	20.0700982841308	16.3653279934989	14.6792867964951	17.840152492275	19.3186932955563	-0.26736160122212	4.25635130490297	0.697222901108428	0.863048716743331	No
AT1G13660	67.0538015431765	54.3073247688246	50.5837410708149	54.2004435562895	61.6296177005864	52.0118665649592	-0.108260609183435	5.88213209824733	0.736859991536384	0.88177169271862	No
AT1G15300	347.841595505228	279.800781961118	386.816843482702	306.006670911551	390.861522785298	451.760212449932	-0.288236538377912	8.50111535847018	0.136549350637798	0.312765326020731	No
AT1G15560	152.966484770371	158.19959823962	153.238980302763	172.763913835673	241.652974668089	230.338266216248	-0.52786589113413	7.55136387298585	0.00667916923163947	0.0429426587389712	No
AT1G16620	8.38172519289707	5.90297008356789	7.43878545159042	10.1625831668043	3.24366408950455	7.43026665213703	0.707548274971492	3.32997508311213	0.404139488399579	0.637573331941615	No
AT1G16660	576.243607011673	592.658196390217	565.347694320872	560.071250081658	583.859536110818	548.353678927713	-0.00842632257211841	9.16472957652259	0.963900232300536	1	No
AT1G17275	205.352267225978	210.145734975017	190.432907560715	195.347431984127	269.224119428877	234.79642620753	-0.382768226220047	7.78153976855718	0.0412087025533027	0.145686201146323	No
AT1G17277	83.8172519289707	61.3908888691061	49.0959839804968	50.8129158340214	60.0077856558341	47.553706573677	-0.0991201570134837	5.92200241164231	0.738719301883313	0.883054977935645	No
AT1G17390	96.3898397183163	87.3639572368048	114.557295954493	76.7839617047435	85.9570983718705	95.107413147354	0.060612421455952	6.57032112894325	0.833107078583205	0.938959551749999	No
AT1G17495	423.277122241302	474.598794718859	376.402543850475	427.957668913202	600.077856558341	576.588692205834	-0.545425767192421	8.91467934616807	0.00127472651708187	0.0143354444317607	No
AT1G17900	102.676133612989	93.2669273203727	65.4613119739957	76.7839617047435	81.0916022376136	90.6492531560718	-0.263677783981398	6.44849518491613	0.289247667557844	0.517071072395132	No
AT1G18240	4.19086259644853	11.8059401671358	14.8775709031808	11.291759074227	21.0838165817795	20.8047466259837	-0.694503198772805	4.08969075491902	0.178690893624796	0.376582374631522	No
AT1G18930	4.19086259644853	12.9865341838494	11.9020567225447	12.4209349816497	4.86549613425682	7.43026665213703	0.955916328123306	3.63225425401697	0.193663633634985	0.39699010613306	No
AT1G19030	167.634503857941	180.630884557178	238.041134450894	159.2138029466	251.383966936602	292.752506094199	-0.465847254393011	7.76410053822493	0.0393010429909469	0.142480535933067	No
AT1G19392	41.9086259644853	57.8491068189654	47.6082268901787	55.3296194637122	71.3606099691	69.8445065300881	-0.444283272070028	5.91990365381979	0.105436835200562	0.267815646289544	No
AT1G19415	102.676133612989	138.129499955489	172.579822476898	116.305118464538	171.914196743741	212.505626251119	-0.42529312884894	7.28008945195489	0.0985968832443078	0.255188087070646	No
AT1G20390	934.562359008023	900.793234752461	974.480894158345	718.155877120836	763.882893078321	867.855144969606	0.0494064597364382	9.75153306585107	0.783554314281101	0.911589299495614	No
AT1G21020	20.9543129822427	27.1536623844123	17.853085083817	19.1959904261859	25.9493127160364	17.8326399651289	-0.223112690980125	4.61073286613669	0.628135768997433	0.816429845990754	No
AT1G21040	0	0	0	0	0	0	0	1.5243795465556	1	1	No
AT1G21220	77.5309580342979	92.0863333036591	111.581781773856	83.5590171492796	111.906411087907	159.007706355733	-0.488029148464106	6.7657594361165	0.0708294359097158	0.208797045585816	No
AT1G21260	73.3400954378493	92.0863333036591	105.630753412584	55.3296194637122	116.771907222164	132.258746408039	-0.652963127834582	6.61851225102099	0.0328552749084757	0.127300604449599	No
AT1G21290	100.580702314765	72.0162350195283	71.4123403352681	65.4922026305165	103.797250864145	127.800586416757	-0.764522761289	6.51875225913376	0.00382768626135114	0.029878918956107	No
AT1G21300	88.0081145254192	43.6819786184024	80.3388828771766	59.846323093403	72.9824420138523	133.744799738467	-0.57235710610022	6.34274604668438	0.118159362493863	0.287337066550497	No
AT1G21330	69.1492328414008	101.531085437368	90.7531825094032	98.2383039457747	139.477555848695	142.661119721031	-0.573738402455094	6.78612488820887	0.017795731454208	0.0832032931501771	No
AT1G21945	92.1989771218677	120.420589704785	117.532810135129	77.9131376121662	154.074044251466	132.258746408039	-0.564626992496846	6.88593863794965	0.0358849846109188	0.133597678488132	No
AT1G22560	446.326866521769	489.946516936135	467.155726359879	449.412011154234	585.481368155571	549.839732258141	-0.309095952926204	8.9682261702557	0.0633019275130089	0.193323492240433	No
AT1G22580	48.1949198591581	47.2237606685432	65.4613119739957	63.2338508156711	68.1169458795955	114.42610644291	-0.51166051655749	6.14337440843199	0.0830810710057265	0.229905102674154	No
AT1G23920	31.431469473364	42.5013846016888	38.6816843482702	35.0044531301036	42.1676331635591	52.0118665649592	-0.364561607749051	5.43856385198405	0.306177770301139	0.537370136832629	No
AT1G23930	29.3360381751397	44.862572635116	31.2428988966798	29.3585735929901	27.5711447607886	41.6094932519674	-0.203184673673139	5.21994474997758	0.663306082406204	0.841807229580385	No
AT1G23990	150.871053472147	289.245534094827	249.943191173438	224.706005577117	288.686103965905	257.087226163941	-0.202541188361611	7.95420844558753	0.432204806574335	0.664917366992365	No
AT1G24370	121.535015297007	139.310093972202	108.60626759322	127.596877538765	147.586716072457	118.884266434193	-0.163513983468959	7.02625585828943	0.497058779727304	0.720126361275303	No
