Row.names	Chromosome	Start	End	lengths	Direction	C_6	C_7	C_7_2	L12_6	L12_7	L12a_6	L12a_7	a_6	a_7	C_mean	L12_mean	L12a_mean	a_mean	logFC	PValue	FDR	DETE
AT1G03420	1	846664	847739	1075	+	9172.47061300172	9988.43196796415	9137.3605155034	9416.00167676714	9995.5162194684	4955.07621245643	5057.020017695	6124.22546699447	5983.39271407011	9432.75436548976	9705.75894811777	5006.04811507571	6053.80909053229	-0.913898791471149	3.70323804065458e-07	5.67875721847588e-07	No
AT1G06740	1	2070737	2073535	2798	+	825.019694164439	760.276382310784	783.870454343993	739.310982584705	822.701248963794	398.421613350719	349.321835062445	517.499157629347	486.981140733061	789.722176939739	781.006115774249	373.871724206582	502.240149181204	-1.07929303881853	2.13687848332969e-07	3.33887263020264e-07	Down
AT1G08105	1	2531695	2534786	3091	-	0	0	0	2.64518067789823	0	27.1622785747197	35.2795336923613	0	0	0	1.32259033894911	31.2209061335405	0	7.08202383962729	1.69387424827731e-07	2.66688216570378e-07	Up
AT1G08735	1	2790290	2793641	3351	+	6.84308461131134	25.9106732404652	4.32021086509715	19.5195547010049	7.77661895779022	0	0	0	0	12.3579895722912	13.6480868293975	0	0	-5.87616066741833	0.00648187811445395	0.0076943157473734	Down
AT1G08740	1	2795643	2800081	4438	-	5.16700687978916	6.52145606345192	0	5.52698522445927	3.91459367996921	270.108669948123	386.776170641703	31.6875766858708	16.9314795321874	3.8961543144137	4.72078945221424	328.442420294913	24.3095281090291	6.34661874468209	3.20272787478755e-30	1.23469649378492e-29	Up
AT1G10160	1	3328971	3333470	4499	+	666.001422593294	603.096980084456	658.046664042752	568.830259567684	623.635058990907	329.688520630237	366.270757834088	538.331163133626	488.809317713998	642.381688906834	596.232659279296	347.979639232163	513.570240423812	-0.883334540895656	1.15581828576459e-05	1.60260518614417e-05	No
AT1G11150	1	3728971	3731624	2653	+	1313.81034034702	1311.83648573477	1074.99971427112	967.713377787559	1201.63565734548	566.123679481838	724.649137860845	814.748197187478	787.389744197123	1233.54884678431	1084.67451756652	645.386408671342	801.0689706923	-0.933171476487984	0.000128595670876289	0.000166548553332714	No
AT1G11265	1	3781235	3785293	4058	+	71.5775183370432	114.114231679052	94.5394788410361	66.4899863695547	89.9044607653451	45.9770018479047	47.7735233089485	80.8613649846609	54.3164756236126	93.4104096190438	78.1972235674499	46.8752625784266	67.5889203041368	-0.99316796484766	0.0057925318368509	0.00690583636618785	No
AT1G12720	1	4331062	4333220	2158	+	0	0	3.35426937185833	7.57762138589752	0	274.501662816812	209.616111077231	72.4073037441533	48.7482245733952	1.11808979061944	3.78881069294876	242.058886947022	60.5777641587742	7.36316506026245	3.2388233181947e-26	1.11334551562943e-25	Up
AT1G12725	1	4333383	4334033	650	-	0	0	0	0	0	272.686061267473	142.913270016583	96.1568993722355	215.792140778229	0	0	207.799665642028	155.974520075233	7.55574042414311	6.1015428732168e-09	1.07789568959397e-08	Up
AT1G13660	1	4683171	4685640	2469	+	12.3835164209555	11.7222446373429	20.5223139454402	13.2462591743757	28.1457541542379	11.3350348419682	29.4448599009285	25.3146960680247	12.1736583497526	14.8760250012462	20.6960066643068	20.3899473714484	18.7441772088887	0.461983263394836	0.602173924283397	0.618671840017189	No
